TransactionID,AccountID,Date,Type,Amount,Fee
1391,35.0,2011-02-01 18:25:56,Deposit,1244.11,50
1392,6.0,2011-02-04 20:08:12,Transfer,420.36,0
1393,121.0,2011-02-05 00:43:29,Transfer,2204.11,0
1394,114.0,2011-02-07 04:40:42,Withdrawal,499.73,100
1395,23.0,2011-02-12 22:27:18,Deposit,276.53,50
1396,55.0,2011-02-15 06:23:30,Deposit,2523.65,50
1397,115.0,2011-02-20 21:18:42,Deposit,141.12,50
1398,38.0,2011-02-23 00:40:11,Withdrawal,2851.69,100
1399,24.0,2011-02-26 08:09:55,Deposit,40.05,50
14,134.0,2000-02-11 02:27:29,Deposit,1650.91,50
140,78.0,2001-03-07 02:25:23,Deposit,2235.94,50
1400,32.0,2011-03-01 16:13:59,Deposit,900.9,50
1401,140.0,2011-03-05 22:11:25,Deposit,2950.38,50
1402,97.0,2011-03-07 22:26:59,Deposit,313.31,5
1403,48.0,2011-03-15 06:16:04,Deposit,846.77,50
1404,143.0,2011-03-15 11:04:23,Deposit,1035.42,50
1405,85.0,2011-03-16 04:59:56,Transfer,2932.21,0
1406,121.0,2011-03-16 05:20:52,Deposit,472.63,5
1407,28.0,2011-03-17 23:24:20,Deposit,2211.03,50
1408,63.0,2011-03-28 04:29:44,Withdrawal,1658.28,100
1409,116.0,2011-03-29 04:09:02,Deposit,301.34,50
141,55.0,2001-03-08 14:18:58,Deposit,610.81,50
1410,100.0,2011-03-31 11:53:18,Deposit,1119.35,50
1411,134.0,2011-04-07 21:43:39,Deposit,2105.53,50
1412,98.0,2011-04-08 07:58:17,Deposit,1678.62,50
1413,106.0,2011-04-12 22:13:52,Withdrawal,1194.96,100
1414,121.0,2011-04-17 10:05:16,Transfer,2407.97,0
1415,34.0,2011-04-23 01:54:27,Deposit,2761.99,50
1416,106.0,2011-04-27 02:08:17,Transfer,1297.46,0
1417,28.0,2011-04-27 22:15:53,Deposit,2980.15,50
1418,121.0,2011-05-04 23:32:31,Deposit,2600.52,5
1419,93.0,2011-05-06 20:16:06,Deposit,67.04,5
142,98.0,2001-03-09 05:40:02,Deposit,921.3,50
1420,53.0,2011-05-08 11:01:08,Deposit,2746.23,50
1421,56.0,2011-05-08 16:37:55,Deposit,2702.37,50
1422,54.0,2011-05-11 05:25:07,Deposit,2082.6,5
1423,68.0,2011-05-11 22:39:33,Deposit,287.4,50
1424,122.0,2011-05-17 11:15:22,Deposit,572.8,5
1425,111.0,2011-05-17 13:36:49,Withdrawal,2987.52,100
1426,34.0,2011-05-19 22:24:05,Deposit,978.99,50
1427,97.0,2011-05-21 08:34:48,Transfer,332.72,0
1428,48.0,2011-05-22 13:53:58,Deposit,1509.67,50
1429,24.0,2011-05-25 08:40:07,Deposit,1444.55,50
143,8.0,2001-03-15 00:27:39,Deposit,357.64,50
1430,133.0,2011-05-27 14:20:51,Deposit,2035.83,50
1431,78.0,2011-05-28 15:14:54,Deposit,1558.07,50
1432,63.0,2011-06-03 10:38:17,Deposit,983.19,5
1433,93.0,2011-06-06 03:19:38,Withdrawal,452.36,100
1434,136.0,2011-06-06 07:29:40,Deposit,2868.05,50
1435,35.0,2011-06-07 06:11:53,Deposit,892.19,50
1436,10.0,2011-06-09 18:03:55,Deposit,2143.64,5
1437,2.0,2011-06-26 11:08:02,Deposit,66.82,50
1438,45.0,2011-06-27 11:24:35,Deposit,2657.29,50
1439,48.0,2011-06-29 05:18:52,Deposit,95.47000000000001,50
144,123.0,2001-03-19 15:25:51,Deposit,1511.95,50
1440,98.0,2011-07-01 17:35:28,Deposit,567.88,50
1441,63.0,2011-07-06 06:59:19,Transfer,1541.5,0
1442,108.0,2011-07-07 06:44:32,Deposit,2885.09,50
1443,119.0,2011-07-07 18:19:19,Deposit,913.55,50
1444,23.0,2011-07-10 08:49:24,Deposit,2124.55,50
1445,86.0,2011-07-14 16:48:36,Deposit,426.47,5
1446,2.0,2011-07-14 22:03:21,Deposit,1783.21,50
1447,122.0,2011-07-16 20:08:51,Withdrawal,2692.12,100
1448,73.0,2011-07-16 20:19:16,Deposit,2526.51,50
1449,85.0,2011-07-17 03:24:04,Deposit,489.33,5
145,136.0,2001-03-21 16:19:57,Deposit,1121.06,50
1450,11.0,2011-07-18 11:43:30,Transfer,1168.32,0
1451,111.0,2011-07-21 15:34:45,Withdrawal,1108.86,100
1452,79.0,2011-07-22 14:33:34,Deposit,2142.11,50
1453,75.0,2011-07-26 19:59:33,Deposit,1460.33,50
1454,78.0,2011-07-28 03:40:45,Deposit,2988.02,50
1455,124.0,2011-07-28 19:31:11,Deposit,1015.49,5
1456,69.0,2011-07-31 06:19:56,Transfer,1977.44,0
1457,111.0,2011-07-31 09:39:02,Deposit,2046.67,5
1458,116.0,2011-08-05 04:22:53,Deposit,408.32,50
1459,46.0,2011-08-06 08:08:46,Deposit,2302.96,50
146,109.0,2001-03-30 21:42:55,Deposit,842.48,50
1460,95.0,2011-08-11 23:43:22,Deposit,1557.86,5
1461,98.0,2011-08-12 22:56:38,Deposit,2810.01,50
1462,86.0,2011-08-15 15:49:45,Transfer,1068.26,0
1463,40.0,2011-08-16 15:03:31,Transfer,2211.23,0
1464,125.0,2011-08-20 03:28:54,Deposit,96.32,5
1465,146.0,2011-08-21 18:56:05,Withdrawal,1072.82,100
1466,114.0,2011-08-23 17:22:29,Deposit,2735.34,5
1467,79.0,2011-08-31 01:50:23,Deposit,2624.16,50
1468,143.0,2011-08-31 18:23:44,Deposit,1038.98,50
1469,77.0,2011-09-01 10:00:12,Deposit,2603.11,50
147,89.0,2001-04-01 08:28:50,Transfer,2520.33,0
1470,7.0,2011-09-09 19:32:08,Deposit,284.9,50
1471,32.0,2011-09-10 07:21:28,Deposit,1117.74,50
1472,82.0,2011-09-13 04:28:44,Deposit,602.47,50
1473,69.0,2011-09-13 15:40:20,Withdrawal,2556.62,100
1474,113.0,2011-09-17 00:55:55,Deposit,1855.3,50
1475,79.0,2011-09-18 08:55:26,Deposit,2247.41,50
1476,146.0,2011-09-26 12:27:41,Transfer,2705.22,0
1477,93.0,2011-09-28 10:50:39,Transfer,1764.89,0
1478,52.0,2011-09-29 06:55:01,Deposit,1031.24,50
1479,58.0,2011-09-30 07:50:21,Deposit,1064.61,50
148,47.0,2001-04-04 10:47:03,Deposit,2128.42,50
1480,114.0,2011-10-18 15:22:32,Withdrawal,2070.55,100
1481,96.0,2011-10-19 10:25:33,Deposit,2340.75,50
1482,121.0,2011-10-19 15:08:06,Withdrawal,2743.85,100
1483,53.0,2011-10-26 07:10:35,Deposit,200.49,50
1484,6.0,2011-10-26 07:32:58,Deposit,2362.52,5
1485,38.0,2011-10-30 15:01:45,Deposit,387.31,5
1486,129.0,2011-11-01 18:17:21,Deposit,2422.38,5
1487,58.0,2011-11-01 23:22:01,Deposit,2584.68,50
1488,87.0,2011-11-02 22:13:31,Deposit,133.17,50
1489,142.0,2011-11-11 10:36:16,Withdrawal,2518.06,100
149,66.0,2001-04-05 00:48:52,Deposit,586.61,50
1490,127.0,2011-11-23 17:32:44,Deposit,1602.08,50
1491,90.0,2011-11-24 07:11:13,Deposit,2363.19,50
1492,46.0,2011-11-25 02:58:42,Deposit,2991.54,50
1493,6.0,2011-12-02 14:27:12,Deposit,2072.35,5
1494,58.0,2011-12-02 20:07:16,Deposit,1057.27,50
1495,69.0,2011-12-15 11:43:15,Deposit,2090.92,5
1496,45.0,2011-12-17 17:00:01,Deposit,477.38,50
1497,145.0,2011-12-22 10:09:58,Deposit,2226.34,50
1498,87.0,2011-12-26 00:43:06,Deposit,350.77,50
1499,15.0,2012-01-01 08:21:10,Transfer,2836.51,0
15,114.0,2000-02-16 00:41:13,Transfer,446.0,0
150,63.0,2001-04-05 08:24:38,Transfer,1618.23,0
1500,87.0,2012-01-01 23:53:32,Deposit,2813.38,50
1501,134.0,2012-01-04 20:46:41,Deposit,2490.21,50
1502,68.0,2012-01-12 07:58:46,Deposit,1967.82,50
1503,45.0,2012-01-15 12:52:13,Deposit,123.51,50
1504,44.0,2012-01-21 02:35:30,Withdrawal,2909.49,100
1505,139.0,2012-01-23 05:47:42,Withdrawal,77.4,100
1506,39.0,2012-01-27 13:53:06,Deposit,182.85,50
1507,64.0,2012-02-01 18:44:51,Deposit,666.54,5
1508,5.0,2012-02-03 11:39:24,Deposit,1664.4,50
1509,67.0,2012-02-04 11:22:13,Deposit,2935.67,50
151,28.0,2001-04-05 23:38:11,Deposit,1787.08,50
1510,47.0,2012-02-06 13:04:58,Deposit,1145.45,50
1511,72.0,2012-02-06 22:27:40,Deposit,2881.95,5
1512,16.0,2012-02-11 00:27:40,Deposit,1005.26,50
1513,144.0,2012-02-17 16:15:55,Withdrawal,2685.79,100
1514,122.0,2012-02-28 04:35:06,Transfer,2078.6,0
1515,68.0,2012-02-28 10:22:03,Deposit,1856.86,50
1516,48.0,2012-03-04 20:16:38,Deposit,1322.64,50
1517,23.0,2012-03-05 15:51:25,Deposit,2768.27,50
1518,146.0,2012-03-06 15:26:31,Deposit,2981.33,5
1519,38.0,2012-03-09 03:37:01,Deposit,1625.24,5
152,133.0,2001-04-09 10:30:41,Deposit,2539.34,50
1520,100.0,2012-03-14 09:41:19,Deposit,795.25,50
1521,40.0,2012-03-16 20:18:57,Transfer,325.92,0
1522,5.0,2012-03-20 01:07:15,Deposit,1679.54,50
1523,82.0,2012-03-22 17:48:09,Deposit,2883.98,50
1524,58.0,2012-03-30 19:06:41,Deposit,2026.87,50
1525,118.0,2012-04-01 00:43:46,Deposit,887.39,5
1526,64.0,2012-04-03 06:26:52,Withdrawal,1194.77,100
1527,148.0,2012-04-03 15:32:37,Withdrawal,1736.65,100
1528,95.0,2012-04-04 12:02:53,Deposit,138.0,5
1529,1.0,2012-04-08 22:05:04,Deposit,761.7899999999998,50
153,29.0,2001-04-09 12:18:35,Deposit,2808.98,50
1530,79.0,2012-04-09 23:33:02,Deposit,2458.96,50
1531,113.0,2012-04-12 10:23:19,Deposit,1576.96,50
1532,90.0,2012-04-14 03:47:34,Deposit,1756.06,50
1533,139.0,2012-04-16 11:08:43,Transfer,783.48,0
1534,15.0,2012-04-16 16:14:22,Deposit,179.4,5
1535,63.0,2012-04-19 05:10:34,Transfer,2463.25,0
1536,125.0,2012-04-21 06:51:58,Withdrawal,1099.23,100
1537,79.0,2012-04-22 18:58:36,Deposit,1731.67,50
1538,119.0,2012-04-22 23:24:27,Deposit,558.28,50
1539,106.0,2012-04-24 13:16:05,Deposit,1866.42,5
154,45.0,2001-04-09 17:30:09,Deposit,2404.59,50
1540,29.0,2012-05-02 06:36:07,Deposit,2601.97,50
1541,87.0,2012-05-06 09:44:50,Deposit,1294.07,50
1542,77.0,2012-05-07 12:05:03,Deposit,1154.34,50
1543,79.0,2012-05-08 04:22:29,Deposit,2961.21,50
1544,22.0,2012-05-12 08:40:33,Withdrawal,2529.38,100
1545,134.0,2012-05-13 14:29:08,Deposit,558.8,50
1546,78.0,2012-05-13 18:59:23,Deposit,1691.37,50
1547,23.0,2012-05-17 08:45:33,Deposit,2762.74,50
1548,144.0,2012-05-21 13:39:24,Transfer,1844.58,0
1549,144.0,2012-05-23 00:48:52,Withdrawal,338.0,100
155,20.0,2001-04-13 23:17:26,Transfer,421.71,0
1550,136.0,2012-06-05 09:19:10,Deposit,1917.45,50
1551,56.0,2012-06-09 09:43:19,Deposit,1425.73,50
1552,78.0,2012-06-18 21:20:37,Deposit,1778.35,50
1553,36.0,2012-06-20 05:51:19,Withdrawal,1246.09,100
1554,22.0,2012-06-26 13:04:27,Withdrawal,1798.89,100
1555,115.0,2012-06-27 22:44:14,Deposit,2989.13,50
1556,144.0,2012-06-28 07:37:44,Transfer,995.6400000000002,0
1557,42.0,2012-07-02 09:39:52,Deposit,1522.3,5
1558,36.0,2012-07-02 14:16:00,Withdrawal,1386.56,100
1559,112.0,2012-07-04 08:50:31,Deposit,1884.65,5
156,51.0,2001-04-15 04:54:56,Deposit,1192.0,50
1560,1.0,2012-07-08 08:27:36,Deposit,908.79,50
1561,6.0,2012-07-11 03:46:32,Withdrawal,1255.44,100
1562,121.0,2012-07-12 06:40:29,Withdrawal,2170.45,100
1563,36.0,2012-07-16 10:06:40,Deposit,45.75,5
1564,53.0,2012-07-16 12:51:02,Deposit,2414.82,50
1565,144.0,2012-07-19 15:49:44,Transfer,933.32,0
1566,87.0,2012-07-22 15:00:41,Deposit,1797.68,50
1567,92.0,2012-07-24 13:01:03,Deposit,2017.17,50
1568,142.0,2012-07-25 10:17:26,Deposit,377.02,5
1569,142.0,2012-07-25 21:34:39,Withdrawal,2860.35,100
157,2.0,2001-04-15 13:41:09,Deposit,2233.5,50
1570,48.0,2012-07-29 01:18:26,Deposit,1525.09,50
1571,40.0,2012-07-29 16:44:59,Transfer,387.84,0
1572,100.0,2012-07-29 17:37:04,Deposit,57.39,50
1573,20.0,2012-07-30 03:00:42,Deposit,2458.35,5
1574,39.0,2012-07-31 07:15:07,Deposit,2418.95,50
1575,134.0,2012-08-02 07:07:41,Deposit,1699.18,50
1576,143.0,2012-08-08 10:12:19,Deposit,583.79,50
1577,133.0,2012-08-09 04:09:13,Deposit,1897.03,50
1578,40.0,2012-08-14 09:35:44,Withdrawal,380.29,100
1579,20.0,2012-08-21 10:27:12,Deposit,620.09,5
158,118.0,2001-05-02 19:15:05,Transfer,2230.13,0
1580,46.0,2012-08-22 21:07:06,Deposit,1764.77,50
1581,48.0,2012-08-24 13:39:48,Deposit,2007.96,50
1582,32.0,2012-09-02 11:28:09,Deposit,1470.22,50
1583,79.0,2012-09-07 09:13:21,Deposit,1019.41,50
1584,29.0,2012-09-08 10:12:46,Deposit,66.23,50
1585,113.0,2012-09-09 05:16:48,Deposit,1880.16,50
1586,28.0,2012-09-09 15:49:00,Deposit,469.79,50
1587,44.0,2012-09-11 23:53:51,Deposit,1209.09,5
1588,54.0,2012-09-15 12:15:52,Transfer,2205.74,0
1589,123.0,2012-09-16 10:06:18,Deposit,1492.92,50
159,40.0,2001-05-03 18:58:51,Withdrawal,2911.91,100
1590,91.0,2012-09-21 09:44:09,Deposit,1944.53,50
1591,125.0,2012-09-25 05:12:36,Transfer,1374.38,0
1592,45.0,2012-10-05 02:55:08,Deposit,1399.22,50
1593,6.0,2012-10-07 07:55:19,Withdrawal,2453.98,100
1594,75.0,2012-10-10 22:53:51,Deposit,1876.71,50
1595,16.0,2012-10-13 22:29:13,Deposit,609.94,50
1596,125.0,2012-10-15 16:03:44,Deposit,2496.71,5
1597,83.0,2012-10-16 05:58:19,Deposit,297.81,5
1598,78.0,2012-10-18 09:27:20,Deposit,1580.05,50
1599,142.0,2012-10-20 22:45:07,Deposit,1982.92,5
16,144.0,2000-02-21 01:49:03,Deposit,2841.3,5
160,86.0,2001-05-09 00:36:57,Withdrawal,2871.49,100
1600,44.0,2012-10-21 10:38:53,Deposit,2849.5,5
1601,89.0,2012-10-24 07:18:51,Transfer,200.64,0
1602,36.0,2012-11-01 23:47:17,Transfer,788.23,0
1603,45.0,2012-11-02 04:04:53,Deposit,2238.15,50
1604,64.0,2012-11-03 02:28:59,Deposit,1712.23,5
1605,111.0,2012-11-06 11:11:24,Transfer,1286.23,0
1606,1.0,2012-11-07 17:58:29,Deposit,2576.63,50
1607,106.0,2012-11-08 02:33:14,Deposit,2595.1,5
1608,8.0,2012-11-13 01:12:37,Deposit,1001.43,50
1609,96.0,2012-11-21 22:36:47,Deposit,2410.42,50
161,67.0,2001-05-15 14:37:02,Deposit,58.19,50
1610,24.0,2012-11-22 02:06:53,Deposit,1085.98,50
1611,40.0,2012-11-23 14:08:51,Transfer,1451.75,0
1612,134.0,2012-11-30 16:36:01,Deposit,1263.72,50
1613,84.0,2012-12-02 23:59:58,Withdrawal,1406.91,100
1614,38.0,2012-12-12 14:25:54,Deposit,719.79,5
1615,89.0,2012-12-14 04:33:25,Transfer,2017.31,0
1616,28.0,2012-12-17 03:05:14,Deposit,1055.67,50
1617,86.0,2012-12-22 18:16:36,Deposit,1087.88,5
1618,142.0,2012-12-24 16:33:38,Withdrawal,384.26,100
1619,140.0,2012-12-24 22:12:24,Deposit,1421.59,50
162,67.0,2001-05-17 13:07:50,Deposit,1510.6,50
1620,6.0,2012-12-27 11:11:58,Deposit,2580.16,5
1621,1.0,2013-01-07 04:43:54,Deposit,2801.19,50
1622,114.0,2013-01-09 06:15:02,Withdrawal,2708.43,100
1623,134.0,2013-01-11 04:46:34,Deposit,2587.98,50
1624,127.0,2013-01-17 21:58:28,Deposit,2886.88,50
1625,75.0,2013-01-19 05:02:58,Deposit,2406.77,50
1626,54.0,2013-01-19 14:04:01,Deposit,596.3,5
1627,85.0,2013-01-23 04:36:31,Withdrawal,2101.69,100
1628,85.0,2013-01-26 05:16:42,Withdrawal,1631.28,100
1629,125.0,2013-01-31 13:56:32,Deposit,197.95,5
163,96.0,2001-05-19 15:58:33,Deposit,1884.7,50
1630,2.0,2013-02-01 18:19:35,Deposit,1751.51,50
1631,88.0,2013-02-02 01:38:05,Withdrawal,1793.63,100
1632,145.0,2013-02-02 21:26:20,Deposit,2684.07,50
1633,39.0,2013-02-03 02:26:32,Deposit,2894.83,50
1634,73.0,2013-02-04 02:42:47,Deposit,1309.67,50
1635,63.0,2013-02-06 05:14:31,Withdrawal,61.47,100
1636,22.0,2013-02-19 10:34:28,Transfer,205.85,0
1637,45.0,2013-02-24 13:02:35,Deposit,2039.46,50
1638,112.0,2013-02-27 08:59:22,Withdrawal,1941.56,100
1639,140.0,2013-03-04 14:07:30,Deposit,560.3,50
164,64.0,2001-05-22 23:14:44,Withdrawal,1308.4,100
1640,75.0,2013-03-05 09:22:28,Deposit,2103.34,50
1641,113.0,2013-03-06 13:45:51,Deposit,1916.35,50
1642,56.0,2013-03-08 13:38:44,Deposit,1265.3,50
1643,77.0,2013-03-09 18:41:14,Deposit,2523.51,50
1644,109.0,2013-03-16 00:12:35,Deposit,171.71,50
1645,72.0,2013-03-16 08:03:30,Transfer,2307.85,0
1646,123.0,2013-03-21 03:30:13,Deposit,348.36,50
1647,141.0,2013-03-22 05:36:38,Withdrawal,2536.11,100
1648,90.0,2013-03-22 08:06:42,Deposit,2184.86,50
1649,58.0,2013-03-28 07:46:36,Deposit,841.02,50
165,64.0,2001-05-24 17:58:49,Deposit,2147.66,5
1650,125.0,2013-03-28 20:26:33,Transfer,117.34,0
1651,129.0,2013-04-08 03:18:59,Transfer,2178.78,0
1652,35.0,2013-04-09 15:03:14,Deposit,1622.47,50
1653,38.0,2013-04-10 01:15:56,Transfer,2799.76,0
1654,119.0,2013-04-12 11:44:40,Deposit,972.25,50
1655,143.0,2013-04-13 08:45:14,Deposit,1486.52,50
1656,136.0,2013-04-17 05:35:43,Deposit,1341.32,50
1657,7.0,2013-04-25 06:49:41,Deposit,516.07,50
1658,114.0,2013-04-25 23:04:15,Deposit,911.4,5
1659,96.0,2013-05-01 20:27:59,Deposit,1424.03,50
166,96.0,2001-05-26 02:00:16,Deposit,1099.84,50
1660,85.0,2013-05-02 13:43:38,Withdrawal,2684.64,100
1661,130.0,2013-05-08 20:21:15,Withdrawal,2463.44,100
1662,142.0,2013-05-11 11:47:05,Transfer,1673.41,0
1663,6.0,2013-05-13 10:30:08,Deposit,2368.32,5
1664,96.0,2013-05-14 03:03:38,Deposit,1857.33,50
1665,28.0,2013-05-14 13:49:47,Deposit,410.47,50
1666,146.0,2013-05-15 12:05:34,Withdrawal,2562.95,100
1667,136.0,2013-05-15 17:31:42,Deposit,2853.68,50
1668,73.0,2013-05-16 20:42:55,Deposit,1646.46,50
1669,22.0,2013-05-19 08:13:53,Deposit,817.82,5
167,125.0,2001-05-26 09:53:54,Withdrawal,1027.54,100
1670,98.0,2013-05-21 00:03:53,Deposit,1605.61,50
1671,77.0,2013-05-30 08:01:42,Deposit,1774.6,50
1672,112.0,2013-05-30 13:43:27,Withdrawal,453.52,100
1673,51.0,2013-05-31 19:06:24,Deposit,2203.3,50
1674,139.0,2013-06-01 10:34:07,Transfer,930.12,0
1675,87.0,2013-06-01 11:14:19,Deposit,2817.46,50
1676,100.0,2013-06-02 17:25:29,Deposit,2294.39,50
1677,118.0,2013-06-09 20:30:52,Withdrawal,1125.63,100
1678,72.0,2013-06-13 16:16:43,Transfer,437.22,0
1679,36.0,2013-06-13 20:25:32,Transfer,629.95,0
168,82.0,2001-05-26 19:05:09,Deposit,1404.75,50
1680,58.0,2013-06-17 11:38:03,Deposit,873.12,50
1681,1.0,2013-06-22 22:18:47,Deposit,272.01,50
1682,112.0,2013-06-23 09:18:22,Deposit,2175.16,5
1683,75.0,2013-06-26 21:53:07,Deposit,1573.1,50
1684,45.0,2013-07-03 10:33:32,Deposit,1651.05,50
1685,140.0,2013-07-05 20:52:28,Deposit,767.4099999999999,50
1686,20.0,2013-07-11 15:18:42,Transfer,727.71,0
1687,88.0,2013-07-11 16:17:34,Withdrawal,301.08,100
1688,7.0,2013-07-23 17:19:11,Deposit,1429.02,50
1689,22.0,2013-07-26 10:16:09,Deposit,794.73,5
169,2.0,2001-06-03 08:58:26,Deposit,2107.38,50
1690,46.0,2013-07-27 20:10:54,Deposit,1596.14,50
1691,145.0,2013-07-31 23:26:33,Deposit,1429.93,50
1692,45.0,2013-08-08 12:28:16,Deposit,1531.18,50
1693,6.0,2013-08-13 22:53:44,Withdrawal,1316.68,100
1694,145.0,2013-08-14 21:52:29,Deposit,2987.01,50
1695,145.0,2013-08-18 18:50:52,Deposit,2701.86,50
1696,83.0,2013-08-21 04:10:13,Transfer,355.06,0
1697,93.0,2013-08-22 18:49:25,Transfer,698.97,0
1698,47.0,2013-08-23 21:19:15,Deposit,1668.62,50
1699,44.0,2013-08-31 06:47:25,Deposit,1097.49,5
17,22.0,2000-02-23 04:20:03,Deposit,1335.76,5
170,64.0,2001-06-05 13:52:21,Withdrawal,337.06,100
1700,145.0,2013-08-31 13:02:12,Deposit,170.07,50
1701,46.0,2013-09-02 08:52:50,Deposit,1260.3,50
1702,134.0,2013-09-04 22:00:35,Deposit,749.15,50
1703,91.0,2013-09-04 23:44:18,Deposit,1846.73,50
1704,54.0,2013-09-05 05:19:40,Withdrawal,708.83,100
1705,123.0,2013-09-08 14:56:05,Deposit,215.6,50
1706,110.0,2013-09-09 19:21:06,Transfer,842.64,0
1707,141.0,2013-10-02 04:34:30,Withdrawal,1937.58,100
1708,144.0,2013-10-03 07:54:04,Deposit,585.36,5
1709,23.0,2013-10-05 06:00:04,Deposit,927.31,50
171,52.0,2001-06-05 21:00:37,Deposit,2361.67,50
1710,145.0,2013-10-06 00:31:33,Deposit,1383.85,50
1711,48.0,2013-10-06 17:24:55,Deposit,1061.09,50
1712,51.0,2013-10-10 12:13:01,Deposit,350.73,50
1713,23.0,2013-10-16 15:26:30,Deposit,2481.19,50
1714,64.0,2013-10-20 16:33:20,Withdrawal,1199.63,100
1715,55.0,2013-10-24 23:57:22,Deposit,1659.27,50
1716,134.0,2013-10-28 04:21:34,Deposit,2356.74,50
1717,127.0,2013-11-02 20:41:45,Deposit,1882.23,50
1718,5.0,2013-11-04 11:27:46,Deposit,980.65,50
1719,34.0,2013-11-09 10:55:36,Deposit,1623.9,50
172,15.0,2001-06-08 06:26:23,Withdrawal,1081.81,100
1720,109.0,2013-11-09 12:39:12,Deposit,1434.0,50
1721,122.0,2013-11-12 03:45:20,Transfer,2171.87,0
1722,53.0,2013-11-13 04:51:55,Deposit,1876.84,50
1723,109.0,2013-11-23 02:45:18,Deposit,747.9099999999999,50
1724,83.0,2013-12-04 17:15:34,Transfer,426.14,0
1725,116.0,2013-12-08 16:24:31,Deposit,2506.07,50
1726,59.0,2013-12-15 04:24:37,Transfer,1531.39,0
1727,98.0,2013-12-23 17:08:59,Deposit,1771.25,50
1728,29.0,2013-12-27 01:44:19,Deposit,515.17,50
1729,63.0,2013-12-28 19:43:25,Deposit,2906.82,5
173,106.0,2001-06-08 08:17:53,Deposit,2623.11,5
1730,106.0,2013-12-28 20:36:59,Withdrawal,2339.72,100
1731,110.0,2014-01-03 07:50:28,Withdrawal,1164.48,100
1732,68.0,2014-01-03 09:09:25,Deposit,1327.32,50
1733,123.0,2014-01-07 02:08:48,Deposit,1888.79,50
1734,141.0,2014-01-07 13:07:49,Withdrawal,820.45,100
1735,20.0,2014-01-07 19:34:55,Deposit,758.09,5
1736,134.0,2014-01-12 14:32:20,Deposit,1990.99,50
1737,67.0,2014-01-14 13:23:12,Deposit,1891.61,50
1738,32.0,2014-01-17 09:11:58,Deposit,1969.28,50
1739,68.0,2014-01-18 09:22:45,Deposit,252.75,50
174,53.0,2001-06-08 20:17:38,Deposit,123.34,50
1740,115.0,2014-01-18 22:30:05,Deposit,1149.4,50
1741,44.0,2014-01-19 02:30:36,Transfer,2102.73,0
1742,90.0,2014-01-20 03:10:46,Deposit,301.89,50
1743,90.0,2014-01-21 14:40:26,Deposit,1030.94,50
1744,34.0,2014-01-26 12:52:01,Deposit,2558.74,50
1745,28.0,2014-01-26 19:39:08,Deposit,2225.26,50
1746,63.0,2014-01-29 00:06:13,Transfer,892.36,0
1747,93.0,2014-01-30 09:24:27,Transfer,605.34,0
1748,115.0,2014-01-31 10:18:33,Deposit,2847.69,50
1749,84.0,2014-02-01 12:17:07,Withdrawal,46.9,100
175,36.0,2001-06-08 20:27:23,Deposit,344.68,5
1750,23.0,2014-02-01 12:34:50,Deposit,2013.37,50
1751,29.0,2014-02-04 22:02:21,Deposit,1613.99,50
1752,29.0,2014-02-12 15:36:33,Deposit,1264.59,50
1753,2.0,2014-02-13 13:08:16,Deposit,1063.24,50
1754,124.0,2014-02-15 08:36:07,Deposit,1885.33,5
1755,73.0,2014-02-15 17:37:45,Deposit,1513.69,50
1756,20.0,2014-02-21 00:26:34,Transfer,650.1,0
1757,97.0,2014-02-21 23:08:58,Withdrawal,1904.32,100
1758,11.0,2014-02-22 18:13:07,Transfer,1565.03,0
1759,42.0,2014-02-24 01:43:20,Transfer,2501.76,0
176,40.0,2001-06-12 09:10:16,Transfer,2110.77,0
1760,73.0,2014-02-25 06:52:28,Deposit,1232.22,50
1761,143.0,2014-02-25 16:10:06,Deposit,1981.85,50
1762,141.0,2014-03-03 01:48:02,Withdrawal,2169.02,100
1763,148.0,2014-03-04 08:26:23,Withdrawal,1956.88,100
1764,40.0,2014-03-04 12:53:48,Deposit,2910.75,5
1765,15.0,2014-03-09 07:56:00,Deposit,1664.35,5
1766,20.0,2014-03-09 18:14:46,Transfer,1707.78,0
1767,53.0,2014-03-13 05:20:03,Deposit,2724.1,50
1768,118.0,2014-03-14 10:30:59,Transfer,737.19,0
1769,115.0,2014-03-14 14:22:12,Deposit,1434.55,50
177,136.0,2001-06-21 21:12:39,Deposit,1271.79,50
1770,75.0,2014-03-19 21:18:30,Deposit,617.33,50
1771,115.0,2014-03-25 12:06:57,Deposit,666.05,50
1772,58.0,2014-03-26 20:04:45,Deposit,39.49,50
1773,125.0,2014-03-31 08:44:01,Deposit,847.63,5
1774,67.0,2014-04-01 11:45:09,Deposit,1182.31,50
1775,21.0,2014-04-04 23:23:04,Deposit,2670.85,50
1776,40.0,2014-04-07 22:40:34,Transfer,2640.9,0
1777,146.0,2014-04-11 09:06:51,Withdrawal,1102.58,100
1778,48.0,2014-04-17 08:23:28,Deposit,778.01,50
1779,123.0,2014-04-18 04:38:40,Deposit,426.88,50
178,84.0,2001-06-24 03:50:35,Withdrawal,124.48,100
1780,98.0,2014-04-27 09:31:33,Deposit,1929.89,50
1781,97.0,2014-05-01 03:37:45,Transfer,1129.02,0
1782,21.0,2014-05-07 23:32:54,Deposit,664.38,50
1783,40.0,2014-05-12 04:38:22,Withdrawal,477.6,100
1784,8.0,2014-05-15 23:33:54,Deposit,2787.72,50
